ID,name_product,price_product,number_purchaser,name_store,address
374,啄木鸟男鞋牛筋底皮鞋男韩版真皮软底休闲鞋子男潮流百搭英伦鞋男,87.00元,100+人收货,啄木鸟品牌真皮男鞋,浙江
375,张杰同款大头米奇德比鞋男高级英伦cleanfit圆头厚底增高哑光皮鞋,125.00元,100+人收货,好先生原创潮鞋,浙江
376,木林森断码清仓男鞋品牌折扣春季透气真皮休闲皮鞋男豆豆鞋爸爸鞋,59.00元,100+人收货,木林森鞋服企业店,福建
377,回力男鞋春秋软底男士休闲皮鞋男一脚蹬懒人厨房工作鞋男防滑耐磨,79.90元,100+人收货,柏风服饰专营店,浙江
378,骆驼男鞋2023秋冬新款休闲皮鞋加绒男软底舒适大码真皮中年爸爸鞋,284.00元,100+人收货,骆驼官方旗舰店,广东
379,【军人皮鞋一等品】100%全牛皮特价清仓处理休闲商务男士软底皮鞋,9.90元,100+人收货,萱舞贸易666,浙江
380,红蜻蜓男鞋春秋新款商务高端正装皮鞋男士真皮内增高结婚新郎鞋男,359.00元,100+人收货,红蜻蜓男鞋官方旗舰店,浙江
381,蜻蜓牌皮鞋男冬季真皮商务正装男士内增高加绒休闲英伦新郎男婚鞋,138.00元,100+人收货,蜻蜓牌品牌男鞋,广东
382,361正品男鞋休闲运动鞋防滑轻便跑步鞋减震软底学生鞋大码鞋子,100.00元,100+人收货,轻度体育,浙江
383,老人头男鞋2024春夏商务休闲皮鞋男真皮透气中老年软底牛皮爸爸鞋,188.00元,100+人收货,老人头神话专卖店,广东
384,木林森皮鞋男真皮头层牛皮商务休闲鞋春秋季软底豆豆鞋中年爸爸鞋,188.00元,100+人收货,木林森户外旗舰店,福建
385,回力男鞋2024新款春季透气男士小白平板鞋懒人一脚蹬工作休闲潮鞋,77.40元,100+人收货,回力墨瓦专卖店,福建
386,MRA袋鼠鞋男2024新款印第安日系工装邮差鞋美拉德复古休闲小皮鞋,179.90元,100+人收货,mra旗舰店,浙江
387,回力男鞋爸爸中老年鞋休闲低帮秋冬新款运动皮鞋正品透气软底防滑,118.00元,100+人收货,上海回力华东分店,浙江
388,男士棉鞋冬季保暖爸爸鞋休闲软底防滑中老年人爷爷真皮加绒皮鞋男,89.00元,100+人收货,PAIR BOY品牌男鞋商店,浙江
389,花花公子男鞋2024冬季新款商务潮流皮鞋男款时尚百搭运动休闲鞋男,178.00元,100+人收货,花花公子品牌奥特莱斯店,浙江
390,强人3515皮鞋男真皮透气商务休闲鞋中老年爸爸皮鞋男士软底父亲鞋,158.00元,100+人收货,强人旗舰店,河南
391,巴黎厚底增高德比鞋男黑色高级感cleanfit皮鞋英伦通勤正装大头鞋,111.00元,100+人收货,GBOY原创男鞋男装,浙江
392,皮鞋男款春季2024新款真皮英伦风休闲德比商务正装厚底低帮马丁靴,93.00元,100+人收货,酷狼士旗舰店,福建
393,巴黎厚底德比鞋男高级感黑色增高2024新款cleanfit皮鞋英伦大头鞋,99.00元,100+人收货,上野行星 原创潮鞋工作室,浙江
394,木林森皮鞋男2024新款春秋季结婚新郎鞋商务正装休闲英伦布洛克鞋,117.00元,100+人收货,木林森舟泊专卖店,福建
395,HLA/海澜之家男鞋新款春秋软底套脚休闲皮鞋舒适加绒乐福鞋爸爸鞋,269.00元,100+人收货,海澜之家鞋类旗舰店,福建
396,AOKANG奥康2024春季新款商务正装德比鞋男真皮系带舒适上班办公鞋,220.21元,100+人收货,奥康鞋业旗舰店,浙江
397,HLA/海澜之家皮鞋男士2024新款商务正装内增高跟休闲结婚新郎鞋男,229.00元,100+人收货,海澜之家男鞋官方店,福建
398,大黄蜂马丁靴男女款秋季高帮工装靴英伦风男棉鞋加绒厚底防水皮鞋,129.90元,100+人收货,zxnt旗舰店,福建
399,黑切Blackcut2024春季款德比皮鞋男复古反绒休闲厚底增高大头鞋子,238.00元,100+人收货,黑切Black cut,浙江
400,cleanfit小众铁头德比鞋男高级感机能圆头皮鞋英伦厚底增高大头鞋,138.00元,100+人收货,好先生原创潮鞋,浙江
401,热风男鞋2024年春季新款皮鞋男布洛克商务正装父亲休闲结婚新郎鞋,170.00元,100+人收货,热风男鞋旗舰店,上海
402,回力皮鞋男款真皮正装商务英伦风男士圆头休闲西装马丁靴德比男鞋,86.90元,100+人收货,春腾鞋类专营店,上海
403,红蜻蜓男鞋秋季真皮休闲皮鞋男士一脚蹬鞋子软底休闲鞋爸爸男,209.00元,100+人收货,红蜻蜓男鞋官方旗舰店,浙江
404,小白男鞋2024新款潮流百搭低帮休闲皮鞋男士板鞋夏季春秋运动潮鞋,36.10元,100+人收货,dtd旗舰店,福建
405,意尔康皮鞋男士真皮商务正装内增高英伦男鞋6cm增高鞋新郎结婚8cm,128.00元,100+人收货,意 尔 康 男鞋一线店,浙江
406,啄木鸟皮鞋男真皮商务正装夏季透气男士休闲英伦内增高新郎结婚鞋,89.00元,100+人收货,啄木鸟男鞋专售,山东
407,意尔康男士皮鞋春秋季新款真皮软底正装商务马丁德比鞋新郎结婚鞋,256.90元,100+人收货,意尔康男鞋旗舰店,浙江
408,百丽男鞋春季皮鞋男款商务正装布洛克内增高新郎结婚大码89183AM9,418.55元,100+人收货,百丽男鞋旗舰店,广东
409,疯家定制 1461马丁鞋男低帮3孔情侣鞋英伦风真皮工装鞋靴女单鞋子,287.00元,100+人收货,疯家自制,福建
410,猫与沙发 方头皮鞋男士韩国ins小皮鞋男潮休闲厚底小众原创德比鞋,148.00元,100+人收货,沙发与猫sofacat猫与沙发catsofa,浙江
411,防滑防水防油厨房厨师鞋软底软面耐磨上班专用休闲皮鞋男工作男鞋,77.00元,100+人收货,鞋中鞋行,浙江
412,巴黎米奇德比鞋男女鞋黑色哑光大头皮鞋2024年新款春季厚底鞋潮牌,229.00元,100+人收货,利文尼旗舰店,福建
413,木林森男鞋2024年新款春季高帮板鞋百搭休闲运动软底皮鞋马丁潮鞋,137.00元,100+人收货,木林森迈腾专卖店,福建
414,啄木鸟男鞋真皮软底商务正装皮鞋男韩版格子英伦风结婚鞋男增高鞋,88.00元,100+人收货,啄木鸟品牌真皮男鞋,浙江
415,MRA米奇德比鞋情侣款春季圆头工装大头鞋男鞋通勤厚底休闲皮鞋,179.90元,100+人收货,mra旗舰店,浙江
416,回力男鞋板鞋男款2024新款春季百搭黑色运动鞋男士休闲皮鞋工作鞋,67.40元,100+人收货,回力国潮正品官方网店,浙江
417,回力男鞋厨师鞋男士防滑防水厨房上班工作鞋冬季休闲黑色皮鞋男款,79.90元,100+人收货,柏风服饰专营店,浙江
418,卡帝乐鳄鱼皮鞋男款真皮加绒冬季棉鞋男保暖商务休闲中老年爸爸鞋,218.00元,100+人收货,卡帝乐鳄鱼漳睿专卖店,浙江
419,棕色皮鞋男士布洛克商务正装内增高休闲英伦软底高级感结婚新郎鞋,85.00元,100+人收货,DM KNIGHT皮鞋店,福建
420,红蜻蜓皮鞋男2024春秋季新款真皮棉鞋休闲男士软底中老年爸爸鞋子,159.00元,100+人收货,红蜻蜓优嘉胜专卖店,福建
421,木林森男鞋2024春季通勤真皮英伦商务正装皮鞋男内增高结婚新郎鞋,188.00元,100+人收货,木林森乐诚专卖店,浙江
422,运动鞋男款大码青少年春秋新款跑步初中生皮面防水2024秋冬季软底,95.00元,100+人收货,dmree旗舰店,福建
423,男士低帮乐福鞋懒人真皮一脚蹬圆头皮鞋男商务正装手抓纹厚底男鞋,109.00元,100+人收货,佐丹臣旗舰店,浙江
424,马丁鞋男真皮秋冬男鞋潮鞋低帮百搭马丁靴休闲翻毛皮鞋英伦工装鞋,168.00元,100+人收货,法宾鹿旗舰店,浙江
425,HLA/海澜之家男鞋春秋结婚新郎鞋牛皮布洛克鞋加绒增高商务皮鞋,249.00元,100+人收货,海澜之家鞋类旗舰店,福建
426,啄木鸟男鞋新款软底商务正装皮鞋男士真皮结婚新郎增高棉鞋男加绒,88.00元,100+人收货,啄木鸟品质直销店铺,浙江
427,斯凯奇男鞋轻质缓震一脚蹬健步黑色皮鞋休闲防滑防水中老年爸爸鞋,145.00元,100+人收货,斯家正品折扣店,广东
428,男鞋春季软底英伦黑色工作增高结婚新郎男士真皮商务正装休闲,45.70元,100+人收货,黎柏缇旗舰店,福建
429,皮鞋男真皮商务正装男士休闲鞋秋冬新款加绒软底防滑中老年爸爸鞋,49.00元,100+人收货,冠发鞋类店,浙江
430,新款头层牛皮鞋男士休闲真皮商务正装布洛克防滑软皮耐磨底爸爸鞋,35.88元,100+人收货,煜尚鞋城,广东
431,马登复古工装男鞋春季棕色低帮休闲大头真皮鞋英伦风防滑软底鞋子,169.90元,100+人收货,马登旗舰店,浙江
432,商务正装真皮三接头男士皮鞋黑德比皮鞋低帮透气保安结婚工作皮鞋,128.00元,100+人收货,老兵真皮商城2,河南
433,皮鞋男2024年新款商务正装英伦风男士马丁靴黑色防水休闲工作新郎,33.90元,100+人收货,侠路旗舰店,福建
434,鳄鱼男士皮鞋正装商务2024新款夏季透气增高真皮春秋结婚新郎鞋男,167.30元,100+人收货,卡帝乐鳄鱼官方旗舰店,福建
435,BeauToday黄宗泽同款大头德比鞋男士高级感厚底增高休闲皮鞋男款,590.40元,100+人收货,beautoday播途专卖店,广东
436,大翘头方头小众皮鞋女巴黎厚底增高跟百搭英伦德比鞋发型师男鞋潮,148.00元,100+人收货,Un自制鞋府,广东
437,TERRAINCOGNITA沙漠色刷漆真小牛皮圆头德比大头厚底休闲皮鞋男女,699.00元,100+人收货,TERRAINCOGNITA线上商店,广东
438,百丽男鞋褶皱商务皮鞋男士24春季新款德比鞋增高休闲皮鞋A1422AM4,425.71元,100+人收货,百丽男鞋旗舰店,广东
439,木林森男鞋秋季透气商务休闲皮鞋男士真皮软底大码保暖中年爸爸鞋,238.00元,100+人收货,木林森男鞋1899店,广东
440,VIFIRFAR小黑鞋真皮运动鞋男全牛皮欧洲站男鞋2024春款厚底皮鞋子,288.00元,100+人收货,沸梵旗舰店,浙江
441,皮鞋男2024新款休闲鞋商务男鞋真皮豆豆鞋春秋加绒中年爸爸鞋子男,69.00元,100+人收货,约翰佳丽鞋业,浙江
442,意尔康皮鞋男士真皮正品冬季中年休闲加绒保暖棉鞋防滑软底爸爸鞋,118.00元,100+人收货,意尔康百达旗,浙江
443,皮鞋男士真皮软皮软底透气四季休闲鞋子黑色商务正装秋季工作男鞋,88.00元,100+人收货,菲力鸟旗舰店,浙江
444,皮鞋男款春季英伦风正装商务休闲男鞋百搭增高工装板鞋低帮马丁靴,111.00元,100+人收货,竞技骄子旗舰店,福建
445,花花公子男鞋春秋季新款男士真皮商务正装皮鞋牛筋底工装马丁靴潮,178.00元,100+人收货,花花公子男鞋中国直销店,浙江
446,冬季男鞋休闲皮鞋英伦风工装劳保工作宽脚大头马丁靴低帮登山工地,49.00元,100+人收货,润凡旗舰店,福建
447,小众碳黑大头圆头德比鞋潮男女米奇鞋厚底休闲皮鞋正装通勤小皮鞋,158.00元,100+人收货,Un自制鞋府,广东
448,西域 骆驼男鞋清仓秋季真皮软底休闲鞋防水磨砂皮鞋透气运动板鞋,79.00元,100+人收货,品牌工厂男鞋店,福建
449,皮鞋男春秋款男士休闲真皮百搭软底商务西装鞋防滑透气黑色男鞋子,89.00元,100+人收货,托仑兹旗舰店,浙江
450,捡漏特价清仓真皮牛皮休闲皮鞋软皮软底一脚蹬豆豆鞋加绒保暖男鞋,55.00元,100+人收货,回力捡漏特价男鞋,福建
451,海澜之家男鞋春季西装商务真皮正装英伦风休闲皮鞋黑色大头工装鞋,249.00元,100+人收货,海澜之家榆铭专卖店,福建
452,老人头正品休闲皮鞋男真皮软底高档一脚蹬中老年人男鞋爸爸鞋男款,318.00元,100+人收货,老人头泉州企业店,福建
453,小白男鞋2024新款夏季透气休闲平板鞋男士皮鞋百搭无鞋带运动潮鞋,89.00元,100+人收货,dtd旗舰店,福建
454,意尔康皮鞋男真皮新款男士皮鞋商务正装休闲加绒内增高结婚男鞋,98.00元,100+人收货,温州皮鞋品牌店,浙江
455,真皮休闲皮鞋男士商务正装牛皮男鞋2024新款潮流百搭棕色鞋子男款,69.80元,100+人收货,年轻女经理,浙江
456,老人头皮鞋男头层牛皮2024新款春秋商务休闲男鞋真皮中老年鞋子男,199.00元,100+人收货,老人头旗舰店,浙江
457,奥康男鞋真皮品牌男士正装商务头层牛皮46码45大码秋冬男款皮鞋男,214.00元,100+人收货,aokang奥康高尼专卖店,山东
458,头层牛皮男鞋冬季真皮商务休闲皮鞋内增高加绒棉鞋高帮马丁短靴子,77.60元,100+人收货,花花公子浙江总部分销商,广东
459,【真皮牛皮】特价清仓处理皮鞋男鞋商务正装鞋软底中年爸爸上班鞋,16.99元,100+人收货,兴银鞋业,浙江
460,海澜之家男鞋2024新款男士休闲皮鞋百搭潮流板鞋商务黑色运动鞋子,229.00元,100+人收货,海澜之家男鞋店,福建
461,木林森男鞋真皮春秋新款商务正装皮鞋男士透气休闲英伦结婚新郎鞋,168.00元,100+人收货,木林森男鞋鞋店,浙江
462,男鞋2024春季新款真皮软底防滑爸爸鞋子男士正装商务黑色休闲皮鞋,128.00元,100+人收货,菲力鸟旗舰店,浙江
463,意尔康男鞋2023新款春秋男士英伦真皮透气商务休闲鞋男款软底皮鞋,158.00元,100+人收货,男鞋品牌厂店,浙江
464,小白男鞋2024新款春秋季一脚蹬防水休闲皮鞋男士百搭运动板鞋潮鞋,45.00元,100+人收货,潮骑旗舰店,福建
465,皮鞋男士春秋透气英伦风布洛克德比商务正装黑色内增高结婚新郎鞋,111.00元,100+人收货,港仔原创潮男鞋,浙江
466,废都潮品 皮鞋男小众高级感vibe大头休闲黑色厚底增高通勤德比鞋,208.00元,100+人收货,废都潮品FEELDOTRENDS,浙江
467,海澜之家男鞋春秋款2024新款德训鞋男真皮运动休闲板鞋外穿爸爸鞋,279.00元,100+人收货,海澜之家炫迹专卖店,江苏
468,皮鞋男款真皮商务正装冬季加绒棉鞋增高大码休闲中老年人爸爸鞋子,99.00元,100+人收货,PAIRBOY鞋类旗舰店,浙江
469,报喜鸟男士皮鞋2024春夏款英伦真皮新郎西装结婚商务正装大码男鞋,401.00元,100+人收货,报喜鸟鞋类旗舰店,浙江
470,海澜之家男鞋冬季商务正装德比鞋春季结婚真皮休闲皮鞋男士新郎鞋,249.00元,100+人收货,海澜之家春腾专卖店,福建
471,韩桥日记[楽系列]原创后跟刺绣大头鞋小众休闲皮鞋女真皮德比鞋男,163.00元,100+人收货,韩桥日记HANQIAORIJI,浙江
472,意尔康男鞋男士真皮商务正装皮鞋通勤男款英伦风新郎结婚牛皮单鞋,214.90元,100+人收货,意尔康皮鞋旗舰店,浙江
473,防滑软底皮鞋男加绒保暖休闲棉鞋真皮一脚蹬爸爸鞋胖脚宽男鞋冬季,138.00元,100+人收货,阿牛哥男鞋,广东
474,方头皮鞋男高级感百搭通勤小众男鞋黑色vibe厚底韩版情侣德比鞋潮,133.00元,100+人收货,BEBOYFRIEND自制潮鞋,浙江
475,奥康男鞋春秋款英伦商务正装皮鞋时尚真皮舒适布洛克雕花结婚鞋男,297.93元,100+人收货,奥康鞋业旗舰店,浙江
476,奥康男鞋商务鞋软底增高系带通勤春秋款正装皮鞋男真皮男士皮鞋,179.00元,100+人收货,奥康嘉润专卖店,浙江
477,皮鞋男士秋冬商务正装尖头真皮软底加绒增高黑色休闲新郎结婚鞋男,108.00元,100+人收货,商务男鞋折扣店,浙江
478,百丽男鞋商务正装皮鞋男士尖头真皮新郎结婚鞋德比鞋子B6826CM2,457.69元,100+人收货,百丽男鞋旗舰店,广东
479,康奈男士休闲皮鞋真皮男款软底黑色男鞋办公室厚底系带商务休闲鞋,199.00元,100+人收货,康奈官方旗舰店,浙江
480,HLA/海澜之家男鞋2024新款板鞋男潮流百搭英伦时尚商务休闲皮鞋男,229.00元,100+人收货,海澜之家男鞋官方店,福建
